ID,Country,Date,Cum_conf_cases,Cum_susp_cases,Cum_conf_death
1335,Mali,7/3/15,7,0,NA
1336,Nigeria,7/3/15,19,0,7
1337,Senegal,7/3/15,1,0,0
1338,Spain,7/3/15,1,0,0
1339,United States of America,7/3/15,4,0,1
1340,Guinea,7/6/15,3287,7,2048
1341,Liberia,7/6/15,3151,5636,NA
1342,Sierra Leone,7/6/15,8673,4190,3574
1343,Liberia 2,7/6/15,3,NA,1
1344,Italy,7/6/15,1,0,NA
1345,United Kingdom,7/6/15,1,0,NA
1346,Mali,7/6/15,7,0,NA
1347,Nigeria,7/6/15,19,0,7
1348,Senegal,7/6/15,1,0,0
1349,Spain,7/6/15,1,0,0
1350,United States of America,7/6/15,4,0,1
1351,Guinea,7/7/15,3287,11,2049
1352,Sierra Leone,7/7/15,8674,4194,3574
1353,Liberia,7/7/15,3151,5636,NA
1354,Liberia 2,7/7/15,3,NA,1
1355,Italy,7/7/15,1,0,NA
1356,United Kingdom,7/7/15,1,0,NA
1357,Mali,7/7/15,7,0,NA
1358,Nigeria,7/7/15,19,0,7
1359,Senegal,7/7/15,1,0,0
1360,Spain,7/7/15,1,0,0
1361,United States of America,7/7/15,4,0,1
1362,Sierra Leone,7/8/15,8674,4194,3574
1363,Liberia,7/8/15,3151,5636,NA
1364,Guinea,7/8/15,3287,11,2049
1365,Liberia 2,7/8/15,3,NA,1
1366,Italy,7/8/15,1,0,NA
1367,United Kingdom,7/8/15,1,0,NA
1368,Mali,7/8/15,7,0,NA
1369,Nigeria,7/8/15,19,0,7
1370,Senegal,7/8/15,1,0,0
1371,Spain,7/8/15,1,0,0
1372,United States of America,7/8/15,4,0,1
1373,Guinea,7/9/15,3290,4,2055
1374,Liberia,7/9/15,3151,5636,NA
1375,Sierra Leone,7/9/15,8675,4207,3575
1376,Liberia 2,7/9/15,5,NA,1
1377,Italy,7/9/15,1,0,NA
1378,United Kingdom,7/9/15,1,0,NA
1379,Mali,7/9/15,7,0,NA
1380,Nigeria,7/9/15,19,0,7
1381,Senegal,7/9/15,1,0,0
1382,Spain,7/9/15,1,0,0
1383,United States of America,7/9/15,4,0,1
1384,Guinea,7/10/15,3293,8,2055
1385,Liberia,7/10/15,3151,5636,NA
1386,Sierra Leone,7/10/15,8676,4214,3575
1387,Liberia 2,7/10/15,5,NA,1
1388,Italy,7/10/15,1,0,NA
1389,United Kingdom,7/10/15,1,0,NA
1390,Mali,7/10/15,7,0,NA
1391,Nigeria,7/10/15,19,0,7
1392,Senegal,7/10/15,1,0,0
1393,Spain,7/10/15,1,0,0
1394,United States of America,7/10/15,4,0,1
1395,Guinea,7/13/15,3299,5,2056
1396,Liberia,7/13/15,3151,5636,NA
1397,Sierra Leone,7/13/15,8687,4227,3580
1398,Liberia 2,7/13/15,5,NA,1
1399,Italy,7/13/15,1,0,NA
1400,United Kingdom,7/13/15,1,0,NA
1401,Mali,7/13/15,7,0,NA
1402,Nigeria,7/13/15,19,0,7
1403,Senegal,7/13/15,1,0,0
1404,Spain,7/13/15,1,0,0
1405,United States of America,7/13/15,4,0,1
1406,Guinea,7/14/15,3300,10,2056
1407,Liberia,7/14/15,3151,5636,NA
1408,Sierra Leone,7/14/15,8688,4234,3581
1409,Liberia 2,7/14/15,6,NA,2
1410,Italy,7/14/15,1,0,NA
1411,United Kingdom,7/14/15,1,0,NA
1412,Mali,7/14/15,7,0,NA
1413,Nigeria,7/14/15,19,0,7
1414,Senegal,7/14/15,1,0,0
1415,Spain,7/14/15,1,0,0
1416,United States of America,7/14/15,4,0,1
1417,Sierra Leone,7/15/15,8688,4234,3581
1418,Guinea,7/15/15,3300,10,2056
1419,Liberia,7/15/15,3151,5636,NA
1420,Liberia 2,7/15/15,6,NA,2
1421,Italy,7/15/15,1,0,NA
1422,United Kingdom,7/15/15,1,0,NA
1423,Mali,7/15/15,7,0,NA
1424,Nigeria,7/15/15,19,0,7
1425,Senegal,7/15/15,1,0,0
1426,Spain,7/15/15,1,0,0
1427,United States of America,7/15/15,4,0,1
1428,Guinea,7/16/15,3304,8,2056
1429,Liberia,7/16/15,3151,5636,NA
1430,Sierra Leone,7/16/15,8688,4234,3581
1431,Liberia 2,7/16/15,6,NA,2
1432,Italy,7/16/15,1,0,NA
1433,United Kingdom,7/16/15,1,0,NA
1434,Mali,7/16/15,7,0,NA
1435,Nigeria,7/16/15,19,0,7
1436,Senegal,7/16/15,1,0,0
1437,Spain,7/16/15,1,0,0
1438,United States of America,7/16/15,4,0,1
1439,Guinea,7/17/15,3310,10,2059
1440,Liberia,7/17/15,3151,5636,NA
1441,Sierra Leone,7/17/15,8688,4234,3581
1442,Liberia 2,7/17/15,6,NA,2
1443,Italy,7/17/15,1,0,NA
1444,United Kingdom,7/17/15,1,0,NA
1445,Mali,7/17/15,7,0,NA
1446,Nigeria,7/17/15,19,0,7
1447,Senegal,7/17/15,1,0,0
1448,Spain,7/17/15,1,0,0
1449,United States of America,7/17/15,4,0,1
1450,Guinea,7/20/15,3322,12,2061
1451,Liberia,7/20/15,3151,5636,NA
1452,Sierra Leone,7/20/15,8692,4262,3583
1453,Liberia 2,7/20/15,6,NA,2
1454,Italy,7/20/15,1,0,NA
1455,United Kingdom,7/20/15,1,0,NA
1456,Mali,7/20/15,7,0,NA
1457,Nigeria,7/20/15,19,0,7
1458,Senegal,7/20/15,1,0,0
1459,Spain,7/20/15,1,0,0
1460,United States of America,7/20/15,4,0,1
1461,Guinea,7/21/15,3322,11,2062
1462,Liberia,7/21/15,3151,5636,NA
1463,Sierra Leone,7/21/15,8692,4271,3583
1464,Liberia 2,7/21/15,6,NA,2
1465,Italy,7/21/15,1,0,NA
1466,United Kingdom,7/21/15,1,0,NA
1467,Mali,7/21/15,7,0,NA
1468,Nigeria,7/21/15,19,0,7
1469,Senegal,7/21/15,1,0,0
1470,Spain,7/21/15,1,0,0
1471,United States of America,7/21/15,4,0,1
1472,Guinea,7/22/15,3322,11,2062
1473,Liberia,7/22/15,3151,5636,NA
1474,Sierra Leone,7/22/15,8692,4271,3583
1475,Liberia 2,7/22/15,6,NA,2
1476,Italy,7/22/15,1,0,NA
1477,United Kingdom,7/22/15,1,0,NA
1478,Mali,7/22/15,7,0,NA
1479,Nigeria,7/22/15,19,0,7
1480,Senegal,7/22/15,1,0,0
1481,Spain,7/22/15,1,0,0
1482,United States of America,7/22/15,4,0,1
1483,Guinea,7/23/15,3325,13,2066
1484,Liberia,7/23/15,3151,5636,NA
1485,Sierra Leone,7/23/15,8693,4282,3583
1486,Liberia 2,7/23/15,6,NA,2
1487,Italy,7/23/15,1,0,NA
1488,United Kingdom,7/23/15,1,0,NA
1489,Mali,7/23/15,7,0,NA
1490,Nigeria,7/23/15,19,0,7
1491,Senegal,7/23/15,1,0,0
1492,Spain,7/23/15,1,0,0
1493,United States of America,7/23/15,4,0,1
1494,Guinea,7/24/15,3325,11,2066
1495,Liberia,7/24/15,3151,5636,NA
1496,Sierra Leone,7/24/15,8693,4284,3583
1497,Liberia 2,7/24/15,6,NA,2
1498,Italy,7/24/15,1,0,NA
1499,United Kingdom,7/24/15,1,0,NA
1500,Mali,7/24/15,7,0,NA
1501,Nigeria,7/24/15,19,0,7
1502,Senegal,7/24/15,1,0,0
1503,Spain,7/24/15,1,0,0
1504,United States of America,7/24/15,4,0,1
1505,Guinea,7/27/15,3325,16,2068
1506,Liberia,7/27/15,3151,5636,NA
1507,Sierra Leone,7/27/15,8694,4302,3585
1508,Liberia 2,7/27/15,6,NA,2
1509,Italy,7/27/15,1,0,NA
1510,United Kingdom,7/27/15,1,0,NA
1511,Mali,7/27/15,7,0,NA
1512,Nigeria,7/27/15,19,0,7
1513,Senegal,7/27/15,1,0,0
1514,Spain,7/27/15,1,0,0
1515,United States of America,7/27/15,4,0,1
1516,Guinea,7/28/15,3326,9,2069
1517,Liberia,7/28/15,3151,5636,NA
1518,Sierra Leone,7/28/15,8694,4309,3585
1519,Liberia 2,7/28/15,6,NA,2
1520,Italy,7/28/15,1,0,NA
1521,United Kingdom,7/28/15,1,0,NA
1522,Mali,7/28/15,7,0,NA
1523,Nigeria,7/28/15,19,0,7
1524,Senegal,7/28/15,1,0,0
1525,Spain,7/28/15,1,0,0
1526,United States of America,7/28/15,4,0,1
1527,Sierra Leone,7/29/15,8694,4309,3585
1528,Guinea,7/29/15,3326,9,2069
1529,Liberia,7/29/15,3151,5636,NA
1530,Liberia 2,7/29/15,6,NA,2
1531,Italy,7/29/15,1,0,NA
1532,United Kingdom,7/29/15,1,0,NA
1533,Mali,7/29/15,7,0,NA
1534,Nigeria,7/29/15,19,0,7
1535,Senegal,7/29/15,1,0,0
1536,Spain,7/29/15,1,0,0
1537,United States of America,7/29/15,4,0,1
1538,Sierra Leone,7/30/15,8694,4398,3585
1539,Liberia,7/30/15,3151,5636,NA
1540,Guinea,7/30/15,3326,7,2069
1541,Liberia 2,7/30/15,6,NA,2
1542,Italy,7/30/15,1,0,NA
1543,United Kingdom,7/30/15,1,0,NA
1544,Mali,7/30/15,7,0,NA
1545,Nigeria,7/30/15,19,0,7
1546,Senegal,7/30/15,1,0,0
1547,Spain,7/30/15,1,0,0
1548,United States of America,7/30/15,4,0,1
1549,Guinea,7/31/15,3326,3,2069
1550,Sierra Leone,7/31/15,8694,4406,3585
1551,Liberia,7/31/15,3151,5636,NA
1552,Liberia 2,7/31/15,6,NA,2
1553,Italy,7/31/15,1,0,NA
1554,United Kingdom,7/31/15,1,0,NA
1555,Mali,7/31/15,7,0,NA
1556,Nigeria,7/31/15,19,0,7
1557,Senegal,7/31/15,1,0,0
1558,Spain,7/31/15,1,0,0
1559,United States of America,7/31/15,4,0,1
1560,Liberia,8/3/15,3151,5636,NA
1561,Sierra Leone,8/3/15,8695,4420,3585
1562,Guinea,8/3/15,3327,7,2070
1563,Liberia 2,8/3/15,6,NA,2
1564,Italy,8/3/15,1,0,NA
1565,United Kingdom,8/3/15,1,0,NA
1566,Mali,8/3/15,7,0,NA
1567,Nigeria,8/3/15,19,0,7
1568,Senegal,8/3/15,1,0,0
1569,Spain,8/3/15,1,0,0
1570,United States of America,8/3/15,4,0,1
1571,Liberia,8/4/15,3151,5636,NA
1572,Sierra Leone,8/4/15,8695,4424,3585
1573,Guinea,8/4/15,3327,5,2070
1574,Liberia 2,8/4/15,6,NA,2
1575,Italy,8/4/15,1,0,NA
1576,United Kingdom,8/4/15,1,0,NA
1577,Mali,8/4/15,7,0,NA
1578,Nigeria,8/4/15,19,0,7
1579,Senegal,8/4/15,1,0,0
1580,Spain,8/4/15,1,0,0
1581,United States of America,8/4/15,4,0,1
1582,Liberia,8/5/15,3151,5636,NA
1583,Sierra Leone,8/5/15,8695,4424,3585
1584,Guinea,8/5/15,3327,5,2070
1585,Liberia 2,8/5/15,6,NA,2
1586,Italy,8/5/15,1,0,NA
1587,United Kingdom,8/5/15,1,0,NA
1588,Mali,8/5/15,7,0,NA
1589,Nigeria,8/5/15,19,0,7
1590,Senegal,8/5/15,1,0,0
1591,Spain,8/5/15,1,0,0
1592,United States of America,8/5/15,4,0,1
1593,Sierra Leone,8/6/15,8696,4443,3585
1594,Guinea,8/6/15,3329,11,2072
1595,Liberia,8/6/15,3151,5636,NA
1596,Liberia 2,8/6/15,6,NA,2
1597,Italy,8/6/15,1,0,NA
1598,United Kingdom,8/6/15,1,0,NA
1599,Mali,8/6/15,7,0,NA
1600,Nigeria,8/6/15,19,0,7
1601,Senegal,8/6/15,1,0,0
1602,Spain,8/6/15,1,0,0
1603,United States of America,8/6/15,4,0,1
1604,Liberia,8/7/15,3151,5636,NA
1605,Sierra Leone,8/7/15,8696,4445,3585
1606,Guinea,8/7/15,3329,14,2072
1607,Liberia 2,8/7/15,6,NA,2
1608,Italy,8/7/15,1,0,NA
1609,United Kingdom,8/7/15,1,0,NA
1610,Mali,8/7/15,7,0,NA
1611,Nigeria,8/7/15,19,0,7
1612,Senegal,8/7/15,1,0,0
1613,Spain,8/7/15,1,0,0
1614,United States of America,8/7/15,4,0,1
1615,Liberia,8/10/15,3151,5636,NA
1616,Sierra Leone,8/10/15,8697,4481,3585
1617,Guinea,8/10/15,3329,10,2072
1618,Liberia 2,8/10/15,6,NA,2
1619,Italy,8/10/15,1,0,NA
1620,United Kingdom,8/10/15,1,0,NA
1621,Mali,8/10/15,7,0,NA
1622,Nigeria,8/10/15,19,0,7
1623,Senegal,8/10/15,1,0,0
1624,Spain,8/10/15,1,0,0
1625,United States of America,8/10/15,4,0,1
1626,Liberia,8/11/15,3151,5636,NA
1627,Sierra Leone,8/11/15,8697,4486,3585
1628,Guinea,8/11/15,3329,6,2072
1629,Liberia 2,8/11/15,6,NA,2
1630,Italy,8/11/15,1,0,NA
1631,United Kingdom,8/11/15,1,0,NA
1632,Mali,8/11/15,7,0,NA
1633,Nigeria,8/11/15,19,0,7
1634,Senegal,8/11/15,1,0,0
1635,Spain,8/11/15,1,0,0
1636,United States of America,8/11/15,4,0,1
1637,Guinea,8/12/15,3329,6,2072
1638,Liberia,8/12/15,3151,5636,NA
1639,Sierra Leone,8/12/15,8697,4486,3585
1640,Liberia 2,8/12/15,6,NA,2
1641,Italy,8/12/15,1,0,NA
1642,United Kingdom,8/12/15,1,0,NA
1643,Mali,8/12/15,7,0,NA
1644,Nigeria,8/12/15,19,0,7
1645,Senegal,8/12/15,1,0,0
1646,Spain,8/12/15,1,0,0
1647,United States of America,8/12/15,4,0,1
1648,Guinea,8/13/15,3330,10,2072
1649,Liberia,8/13/15,3151,5636,NA
1650,Sierra Leone,8/13/15,8697,4500,3585
1651,Liberia 2,8/13/15,6,NA,2
1652,Italy,8/13/15,1,0,NA
1653,United Kingdom,8/13/15,1,0,NA
1654,Mali,8/13/15,7,0,NA
1655,Nigeria,8/13/15,19,0,7
1656,Senegal,8/13/15,1,0,0
1657,Spain,8/13/15,1,0,0
1658,United States of America,8/13/15,4,0,1
1659,Liberia,8/14/15,3151,5636,NA
1660,Sierra Leone,8/14/15,8697,4501,3586
1661,Guinea,8/14/15,3330,9,2072
1662,Liberia 2,8/14/15,6,NA,2
1663,Italy,8/14/15,1,0,NA
1664,United Kingdom,8/14/15,1,0,NA
1665,Mali,8/14/15,7,0,NA
1666,Nigeria,8/14/15,19,0,7
1667,Senegal,8/14/15,1,0,0
1668,Spain,8/14/15,1,0,0
1669,United States of America,8/14/15,4,0,1
1670,Guinea,8/17/15,3332,6,2072
1671,Sierra Leone,8/17/15,8697,4505,3586
1672,Liberia,8/17/15,3151,5636,NA
1673,Liberia 2,8/17/15,6,NA,2
1674,Italy,8/17/15,1,0,NA
1675,United Kingdom,8/17/15,1,0,NA
1676,Mali,8/17/15,7,0,NA
1677,Nigeria,8/17/15,19,0,7
1678,Senegal,8/17/15,1,0,0
1679,Spain,8/17/15,1,0,0
1680,United States of America,8/17/15,4,0,1
1681,Guinea,8/18/15,3332,2,2072
1682,Liberia,8/18/15,3151,5636,NA
1683,Sierra Leone,8/18/15,8697,4510,3586
1684,Liberia 2,8/18/15,6,NA,2
1685,Italy,8/18/15,1,0,NA
1686,United Kingdom,8/18/15,1,0,NA
1687,Mali,8/18/15,7,0,NA
1688,Nigeria,8/18/15,19,0,7
1689,Senegal,8/18/15,1,0,0
1690,Spain,8/18/15,1,0,0
1691,United States of America,8/18/15,4,0,1
1692,Sierra Leone,8/19/15,8697,4510,3586
1693,Guinea,8/19/15,3332,2,2072
1694,Liberia,8/19/15,3151,5636,NA
1695,Liberia 2,8/19/15,6,NA,2
1696,Italy,8/19/15,1,0,NA
1697,United Kingdom,8/19/15,1,0,NA
1698,Mali,8/19/15,7,0,NA
1699,Nigeria,8/19/15,19,0,7
1700,Senegal,8/19/15,1,0,0
1701,Spain,8/19/15,1,0,0
1702,United States of America,8/19/15,4,0,1
1703,Liberia,8/20/15,3151,5636,NA
1704,Sierra Leone,8/20/15,8697,4534,3586
1705,Guinea,8/20/15,3334,6,2074
1706,Liberia 2,8/20/15,6,NA,2
1707,Italy,8/20/15,1,0,NA
1708,United Kingdom,8/20/15,1,0,NA
1709,Mali,8/20/15,7,0,NA
1710,Nigeria,8/20/15,19,0,7
1711,Senegal,8/20/15,1,0,0
1712,Spain,8/20/15,1,0,0
1713,United States of America,8/20/15,4,0,1
1714,Liberia,8/21/15,3151,5636,NA
1715,Sierra Leone,8/21/15,8697,4549,3586
1716,Guinea,8/21/15,3334,9,2074
1717,Liberia 2,8/21/15,6,NA,2
1718,Italy,8/21/15,1,0,NA
1719,United Kingdom,8/21/15,1,0,NA
1720,Mali,8/21/15,7,0,NA
1721,Nigeria,8/21/15,19,0,7
1722,Senegal,8/21/15,1,0,0
1723,Spain,8/21/15,1,0,0
1724,United States of America,8/21/15,4,0,1
1725,Guinea,8/24/15,3334,4,2075
1726,Liberia,8/24/15,3151,5636,NA
1727,Sierra Leone,8/24/15,8697,4554,3586
1728,Liberia 2,8/24/15,6,NA,2
1729,Italy,8/24/15,1,0,NA
1730,United Kingdom,8/24/15,1,0,NA
1731,Mali,8/24/15,7,0,NA
1732,Nigeria,8/24/15,19,0,7
1733,Senegal,8/24/15,1,0,0
1734,Spain,8/24/15,1,0,0
1735,United States of America,8/24/15,4,0,1
1736,Guinea,8/25/15,3335,5,2075
1737,Liberia,8/25/15,3151,5636,NA
1738,Sierra Leone,8/25/15,8697,4557,3586
1739,Liberia 2,8/25/15,6,NA,2
1740,Italy,8/25/15,1,0,NA
1741,United Kingdom,8/25/15,1,0,NA
1742,Mali,8/25/15,7,0,NA
1743,Nigeria,8/25/15,19,0,7
1744,Senegal,8/25/15,1,0,0
1745,Spain,8/25/15,1,0,0
1746,United States of America,8/25/15,4,0,1
1747,Liberia,8/26/15,3151,5636,NA
1748,Guinea,8/26/15,3335,5,2075
1749,Sierra Leone,8/26/15,8697,4557,3586
1750,Liberia 2,8/26/15,6,NA,2
1751,Italy,8/26/15,1,0,NA
1752,United Kingdom,8/26/15,1,0,NA
1753,Mali,8/26/15,7,0,NA
1754,Nigeria,8/26/15,19,0,7
1755,Senegal,8/26/15,1,0,0
1756,Spain,8/26/15,1,0,0
1757,United States of America,8/26/15,4,0,1
1758,Liberia,8/27/15,3151,5636,NA
1759,Sierra Leone,8/27/15,8697,4598,3586
1760,Guinea,8/27/15,3336,9,2076
1761,Liberia 2,8/27/15,6,NA,2
1762,Italy,8/27/15,1,0,NA
1763,United Kingdom,8/27/15,1,0,NA
1764,Mali,8/27/15,7,0,NA
1765,Nigeria,8/27/15,19,0,7
1766,Senegal,8/27/15,1,0,0
1767,Spain,8/27/15,1,0,0
1768,United States of America,8/27/15,4,0,1
1769,Liberia,8/28/15,3151,5636,NA
1770,Sierra Leone,8/28/15,8697,4602,3586
1771,Guinea,8/28/15,3336,9,2076
1772,Liberia 2,8/28/15,6,NA,2
1773,Italy,8/28/15,1,0,NA
1774,United Kingdom,8/28/15,1,0,NA
1775,Mali,8/28/15,7,0,NA
1776,Nigeria,8/28/15,19,0,7
1777,Senegal,8/28/15,1,0,0
1778,Spain,8/28/15,1,0,0
1779,United States of America,8/28/15,4,0,1
1780,Liberia,8/31/15,3151,5636,NA
1781,Sierra Leone,8/31/15,8698,4618,3587
1782,Guinea,8/31/15,3337,1,2076
1783,Liberia 2,8/31/15,6,NA,2
1784,Italy,8/31/15,1,0,NA
1785,United Kingdom,8/31/15,1,0,NA
1786,Mali,8/31/15,7,0,NA
1787,Nigeria,8/31/15,19,0,7
1788,Senegal,8/31/15,1,0,0
1789,Spain,8/31/15,1,0,0
1790,United States of America,8/31/15,4,0,1
1791,Guinea,9/1/15,3337,3,2077
1792,Liberia,9/1/15,3151,5636,NA
1793,Sierra Leone,9/1/15,8698,4624,3587
1794,Liberia 2,9/1/15,6,NA,2
1795,Italy,9/1/15,1,0,NA
1796,United Kingdom,9/1/15,1,0,NA
1797,Mali,9/1/15,7,0,NA
1798,Nigeria,9/1/15,19,0,7
1799,Senegal,9/1/15,1,0,0
1800,Spain,9/1/15,1,0,0
1801,United States of America,9/1/15,4,0,1
1802,Guinea,9/2/15,3337,3,2077
1803,Sierra Leone,9/2/15,8698,4624,3587
1804,Liberia,9/2/15,3151,5636,NA
1805,Liberia 2,9/2/15,6,NA,2
1806,Italy,9/2/15,1,0,NA
1807,United Kingdom,9/2/15,1,0,NA
1808,Mali,9/2/15,7,0,NA
1809,Nigeria,9/2/15,19,0,7
1810,Senegal,9/2/15,1,0,0
1811,Spain,9/2/15,1,0,0
1812,United States of America,9/2/15,4,0,1
1813,Guinea,9/3/15,3338,2,2077
1814,Liberia,9/3/15,3151,5636,NA
1815,Sierra Leone,9/3/15,8698,4653,3587
1816,Liberia 2,9/3/15,6,NA,2
1817,Italy,9/3/15,1,0,NA
1818,United Kingdom,9/3/15,1,0,NA
1819,Mali,9/3/15,7,0,NA
1820,Nigeria,9/3/15,19,0,7
1821,Senegal,9/3/15,1,0,0
1822,Spain,9/3/15,1,0,0
1823,United States of America,9/3/15,4,0,1
1824,Guinea,9/4/15,3338,2,2077
1825,Sierra Leone,9/4/15,8698,4654,3587
1826,Liberia,9/4/15,3151,5636,NA
1827,Liberia 2,9/4/15,6,NA,2
1828,Italy,9/4/15,1,0,NA
1829,United Kingdom,9/4/15,1,0,NA
1830,Mali,9/4/15,7,0,NA
1831,Nigeria,9/4/15,19,0,7
1832,Senegal,9/4/15,1,0,0
1833,Spain,9/4/15,1,0,0
1834,United States of America,9/4/15,4,0,1
1835,Liberia,9/7/15,3151,5636,NA
1836,Sierra Leone,9/7/15,8699,4684,3587
1837,Guinea,9/7/15,3338,3,2078
1838,Liberia 2,9/7/15,6,NA,2
1839,Italy,9/7/15,1,0,NA
1840,United Kingdom,9/7/15,1,0,NA
1841,Mali,9/7/15,7,0,NA
1842,Nigeria,9/7/15,19,0,7
1843,Senegal,9/7/15,1,0,0
1844,Spain,9/7/15,1,0,0
1845,United States of America,9/7/15,4,0,1
1846,Liberia,9/8/15,3151,5636,NA
1847,Sierra Leone,9/8/15,8699,4697,3587
1848,Guinea,9/8/15,3338,2,2078
1849,Liberia 2,9/8/15,6,NA,2
1850,Italy,9/8/15,1,0,NA
1851,United Kingdom,9/8/15,1,0,NA
1852,Mali,9/8/15,7,0,NA
1853,Nigeria,9/8/15,19,0,7
1854,Senegal,9/8/15,1,0,0
1855,Spain,9/8/15,1,0,0
1856,United States of America,9/8/15,4,0,1
1857,Guinea,9/9/15,3338,2,2078
1858,Sierra Leone,9/9/15,8699,4697,3587
1859,Liberia,9/9/15,3151,5636,NA
1860,Liberia 2,9/9/15,6,NA,2
1861,Italy,9/9/15,1,0,NA
1862,United Kingdom,9/9/15,1,0,NA
1863,Mali,9/9/15,7,0,NA
1864,Nigeria,9/9/15,19,0,7
1865,Senegal,9/9/15,1,0,0
1866,Spain,9/9/15,1,0,0
1867,United States of America,9/9/15,4,0,1
1868,Liberia,9/10/15,3151,5636,NA
1869,Sierra Leone,9/10/15,8702,4708,3587
1870,Guinea,9/10/15,3338,1,2078
1871,Liberia 2,9/10/15,6,NA,2
1872,Italy,9/10/15,1,0,NA
1873,United Kingdom,9/10/15,1,0,NA
1874,Mali,9/10/15,7,0,NA
1875,Nigeria,9/10/15,19,0,7
1876,Senegal,9/10/15,1,0,0
1877,Spain,9/10/15,1,0,0
1878,United States of America,9/10/15,4,0,1
1879,Liberia,9/11/15,3151,5636,NA
1880,Sierra Leone,9/11/15,8703,4711,3587
1881,Guinea,9/11/15,3338,1,2078
1882,Liberia 2,9/11/15,6,NA,2
1883,Italy,9/11/15,1,0,NA
1884,United Kingdom,9/11/15,1,0,NA
1885,Mali,9/11/15,7,0,NA
1886,Nigeria,9/11/15,19,0,7
1887,Senegal,9/11/15,1,0,0
1888,Spain,9/11/15,1,0,0
1889,United States of America,9/11/15,4,0,1
1890,Liberia,9/14/15,3151,5636,NA
1891,Sierra Leone,9/14/15,8703,4757,3587
1892,Guinea,9/14/15,3338,3,2078
1893,Liberia 2,9/14/15,6,NA,2
1894,Italy,9/14/15,1,0,NA
1895,United Kingdom,9/14/15,1,0,NA
1896,Mali,9/14/15,7,0,NA
1897,Nigeria,9/14/15,19,0,7
1898,Senegal,9/14/15,1,0,0
1899,Spain,9/14/15,1,0,0
1900,United States of America,9/14/15,4,0,1
1901,Sierra Leone,9/15/15,8704,4765,3587
1902,Guinea,9/15/15,3338,2,2078
1903,Liberia,9/15/15,3151,5636,NA
1904,Liberia 2,9/15/15,6,NA,2
1905,Italy,9/15/15,1,0,NA
1906,United Kingdom,9/15/15,1,0,NA
1907,Mali,9/15/15,7,0,NA
1908,Nigeria,9/15/15,19,0,7
1909,Senegal,9/15/15,1,0,0
1910,Spain,9/15/15,1,0,0
1911,United States of America,9/15/15,4,0,1
1912,Guinea,9/16/15,3338,2,2078
1913,Sierra Leone,9/16/15,8704,4765,3587
1914,Liberia,9/16/15,3151,5636,NA
1915,Liberia 2,9/16/15,6,NA,2
1916,Italy,9/16/15,1,0,NA
1917,United Kingdom,9/16/15,1,0,NA
1918,Mali,9/16/15,7,0,NA
1919,Nigeria,9/16/15,19,0,7
1920,Senegal,9/16/15,1,0,0
1921,Spain,9/16/15,1,0,0
1922,United States of America,9/16/15,4,0,1
1923,Liberia,9/17/15,3151,5636,NA
1924,Sierra Leone,9/17/15,8704,4788,3589
1925,Guinea,9/17/15,3338,4,2078
1926,Liberia 2,9/17/15,6,NA,2
1927,Italy,9/17/15,1,0,NA
1928,United Kingdom,9/17/15,1,0,NA
1929,Mali,9/17/15,7,0,NA
1930,Nigeria,9/17/15,19,0,7
1931,Senegal,9/17/15,1,0,0
1932,Spain,9/17/15,1,0,0
1933,United States of America,9/17/15,4,0,1
1934,Liberia,9/18/15,3151,5636,NA
1935,Sierra Leone,9/18/15,8704,4794,3589
1936,Guinea,9/18/15,3339,3,2079
1937,Liberia 2,9/18/15,6,NA,2
1938,Italy,9/18/15,1,0,NA
1939,United Kingdom,9/18/15,1,0,NA
1940,Mali,9/18/15,7,0,NA
1941,Nigeria,9/18/15,19,0,7
1942,Senegal,9/18/15,1,0,0
1943,Spain,9/18/15,1,0,0
1944,United States of America,9/18/15,4,0,1
1945,Sierra Leone,9/21/15,8704,4820,3589
1946,Guinea,9/21/15,3340,4,2079
1947,Liberia,9/21/15,3151,5636,NA
1948,Liberia 2,9/21/15,6,NA,2
1949,Italy,9/21/15,1,0,NA
1950,United Kingdom,9/21/15,1,0,NA
1951,Mali,9/21/15,7,0,NA
1952,Nigeria,9/21/15,19,0,7
1953,Senegal,9/21/15,1,0,0
1954,Spain,9/21/15,1,0,0
1955,United States of America,9/21/15,4,0,1
1956,Guinea,9/22/15,3340,7,2079
1957,Liberia,9/22/15,3151,5636,NA
1958,Sierra Leone,9/22/15,8704,4832,3589
1959,Liberia 2,9/22/15,6,NA,2
1960,Italy,9/22/15,1,0,NA
1961,United Kingdom,9/22/15,1,0,NA
1962,Mali,9/22/15,7,0,NA
1963,Nigeria,9/22/15,19,0,7
1964,Senegal,9/22/15,1,0,0
1965,Spain,9/22/15,1,0,0
1966,United States of America,9/22/15,4,0,1
1967,Liberia,9/23/15,3151,5636,NA
1968,Sierra Leone,9/23/15,8704,4832,3589
1969,Guinea,9/23/15,3340,7,2079
1970,Liberia 2,9/23/15,6,NA,2
1971,Italy,9/23/15,1,0,NA
1972,United Kingdom,9/23/15,1,0,NA
1973,Mali,9/23/15,7,0,NA
1974,Nigeria,9/23/15,19,0,7
1975,Senegal,9/23/15,1,0,0
1976,Spain,9/23/15,1,0,0
1977,United States of America,9/23/15,4,0,1
1978,Liberia,9/24/15,3151,5636,NA
1979,Sierra Leone,9/24/15,8704,4855,3589
1980,Guinea,9/24/15,3340,8,2080
1981,Liberia 2,9/24/15,6,NA,2
1982,Italy,9/24/15,1,0,NA
